X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-77.015444093443,38.902768085712,332,Ward 6,"307 K St NW, Washington, District of Columbia 20005",Plaza West,Completed 2015 to Date,DMPED DCHA DCHFA DHCD,223,38.9027603,-77.0154418,35,108,80,0,0,,312744,398660.57,137211.83,307 K STREET NW,2020/08/31 04:00:41+00
-77.0232136433764,38.9571231270641,333,Ward 4,"734 Longfellow Street Northwest, Washington, District of Columbia 20011",Manna Brightwood TOPA Pool,Completed 2015 to Date,DHCD,52,38.95711566,-77.02321135,0,45,7,0,0,,250300,397988.17,143245.85,734 LONGFELLOW STREET NW,2020/08/31 04:00:41+00
-77.0030613386637,38.8367027582415,395,Ward 8,"3723 2nd Street Southeast, Washington, District of Columbia 20032",United 2nd Street Tenant Association,Completed 2015 to Date,DHCD,25,38.83669532,-77.00305906,1,13,0,11,0,,31209,399734.41,129877.98,3723 2ND STREET SE,2020/08/31 04:00:41+00
-76.9292134265961,38.8867228514314,396,Ward 7,"5026 B Street, SE, Washington, District of Columbia 20019","B Street (5026 B Street, SE)",Completed 2015 to Date,DHCD,1,38.88669035,-76.92920889,0,1,0,0,0,,310651,406141.64,135432.95,5026 B STREET SE,2020/08/31 04:00:41+00
-77.032270402009,38.9193834202994,397,Ward 1,"2202 14th Street NW, Washington, District of Columbia 20009",Lumen Condominiums,Completed 2015 to Date,DHCD,2,38.91937596,-77.03226811,0,0,0,2,0,,239928,397201.7,139056.65,2202 14TH STREET NW,2020/08/31 04:00:41+00
-77.02703684521,38.966358289948,399,Ward 4,"919 Sheridan Street, NW, Washington, District of Columbia 20011",919 Sheridan LLC,Completed 2015 to Date,DHCD,2,38.96635082,-77.02703455,0,1,0,1,0,,254163,397657.1,144271.13,919 SHERIDAN STREET NW,2020/08/31 04:00:41+00
-77.0273064132419,38.9106969563573,400,Ward 2,"1101 Rhode Island Ave NW, Washington, District of Columbia",Holm,Completed 2015 to Date,DHCD,3,38.910796,-77.027452,0,2,0,1,0,,278837,397631.89,138092.24,1101 RHODE ISLAND AVENUE NW,2020/08/31 04:00:41+00
-76.9870468614568,38.9128994469661,425,Ward 5,"1495 Gallaudet Street Northeast, Washington, District of Columbia 20002",Corcoran Flats (1495 Gallaudet Street NE),Completed 2015 to Date,DHCD,1,38.91289199,-76.98704458,0,1,0,0,0,,312284,401123.6,138336.46,1495 GALLAUDET STREET NE,2020/08/31 04:00:41+00
-77.0007838890936,38.9203747363433,428,Ward 5,"2300 4th Street Northeast, Washington, District of Columbia 20002",The Chaplain,Completed 2015 to Date,DHCD,2,38.92036728,-77.0007816,0,1,0,1,0,,289735,399932.22,139166.2,2300 4TH STREET NE,2020/08/31 04:00:41+00
-76.9973896336096,38.9004117706322,429,Ward 6,"600 H Street, NE, Washington, District of Columbia",The Apollo,Completed 2015 to Date,DHCD OP,35,38.90039703,-76.9981451,0,3,0,32,0,12-18,311750,400226.63,136950.15,600 H STREET NE,2020/08/31 04:00:41+00
-76.9945156334873,38.9229703591489,430,Ward 5,"806 Channing Place Northeast, Washington, District of Columbia 20018",Brookland Press,Completed 2015 to Date,DHCD,12,38.92280559,-76.99407158,0,0,0,12,0,,289750,400475.78,139454.35,806 CHANNING PLACE NE,2020/08/31 04:00:41+00
-77.0370299327707,38.9299936301271,431,Ward 1,"3146 16th St NW, Washington, District of Columbia 20010",The Vintage,Completed 2015 to Date,DHCD,8,38.92998617,-77.03702764,0,4,0,4,0,,236414,396789.43,140234.63,3146 16TH STREET NW,2020/08/31 04:00:41+00
-77.0265546875036,38.905810461579,432,Ward 2,"1011 M St NW, Washington, District of Columbia 20001",10Eleven,Completed 2015 to Date,DHCD,7,38.90580301,-77.0265524,0,0,0,7,0,,312330,397696.93,137549.78,1011 M STREET NW,2020/08/31 04:00:41+00
-76.9870319587817,38.9016404509399,433,Ward 5,"1326 Florida Avenue Northeast, Washington, District of Columbia 20002",The Hendrix,Completed 2015 to Date,DHCD,4,38.901633,-76.98702968,0,2,0,2,0,,301806,401125.07,137086.62,1326 FLORIDA AVENUE NE,2020/08/31 04:00:41+00
-77.031589916074,38.9164699515203,434,Ward 1,"1925 14th St NW, Washington, District of Columbia 20009","Elysium Fourteen (1925 14th Street, NW)",Completed 2015 to Date,DHCD,4,38.9164625,-77.03158762,0,0,0,4,0,,302229,397260.6,138733.21,1925 14TH STREET NW,2020/08/31 04:00:41+00
-77.0411133876536,38.9215000009643,435,Ward 1,"2345 Champlain Street Northwest, Washington, District of Columbia 20009",The Morgan,Completed 2015 to Date,DHCD,4,38.92149221,-77.04111109,0,2,0,2,0,,,396434.939723601,139291.916470317,,2020/08/31 04:00:41+00
-76.9696086324098,38.8727262337916,436,Ward 7,"2537 Pennsylvania Ave SE, Washington, District of Columbia 20020","2537 Pennsylvania Avenue, SE",Under Construction,DHCD,3,38.87271845,-76.96960636,0,2,0,1,0,,,402637.470045971,133877.277090016,,2020/08/31 04:00:41+00
-77.0260204376007,38.9320678805432,438,Ward 1,"777 Morton Street Northwest, Washington, District of Columbia 20010",Morton Street Mews,Completed 2015 to Date,DHCD,2,38.93201222,-77.02603185,0,1,0,1,0,,233061,397744.1,140464.56,777 MORTON STREET NW,2020/08/31 04:00:41+00
-77.0237523680236,38.9344001633869,439,Ward 1,"3559 Georgia Ave NW, Washington, District of Columbia 20010",The V at Georgia Ave,Under Construction,DHCD,2,38.9343927,-77.02375008,0,0,0,2,0,,284757,397940.82,140723.41,3559 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0356461486013,38.9280493457839,440,Ward 1,"3035 15th St NW, Washington, District of Columbia 20009",The Apex,Completed 2015 to Date,DHCD,2,38.92802685,-77.0357225,0,1,0,1,0,,234374,396909.33,140018.75,3035 15TH STREET NW,2020/08/31 04:00:41+00
-77.0194178208736,38.8834167900328,443,Ward 6,"555 E Street SW, Washington, District of Columbia",Old Engine Co. 13,Under Construction,DMPED DCHFA DHCD,57,38.88340901,-77.01941553,13,44,0,0,0,,316452,398315.43,135063.75,555 E STREET SW,2020/08/31 04:00:41+00
-77.0041372831754,38.8729477825514,444,Ward 6,"125 O St SE, Washington, District of Columbia","DC Water Parcels - F1, G1, G2",Pipeline,DMPED OP,228,38.87294,-77.004135,90,90,0,48,0,13-05,,399641.178056347,133901.439865316,,2020/08/31 04:00:41+00
-77.0243254629173,38.9384052257973,445,Ward 4,"3825 Georgia Avenue, Washington, District of Columbia",3825 Georgia Avenue,Completed 2015 to Date,DMPED,7,38.93835,-77.024347,4,0,3,0,0,,295066,397891.25,141168.02,3825 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0253687270172,38.916299769034,446,Ward 1,"1923 Vermont Ave NW, Washington, District of Columbia",Grimke Elementary School,Under Construction,DMPED,27,38.91629231,-77.02536643,0,11,8,8,0,,239514,397800.12,138714.15,1923 VERMONT AVENUE NW,2020/08/31 04:00:41+00
-77.0234190537911,38.9288168812209,447,Ward 1,"3012 Georgia Avenue Northwest, Washington, District of Columbia 20001",Bruce Monroe Build First,Pipeline,DMPED OP,201,38.92880909,-77.02341676,90,0,111,0,0,16-11,294551,397969.56,140103.61,3012 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0315956206277,38.9199761725594,591,Ward 1,"1350 Florida Avenue, NW, Washington, District of Columbia","1350 Florida Avenue, NW",Completed 2015 to Date,DHCD,4,38.91996871,-77.03159333,0,0,0,4,0,,311601,397260.24,139122.43,1350 FLORIDA AVENUE NW,2020/08/31 04:00:41+00
-77.0261920392363,38.9433289352171,592,Ward 4,"4308 Georgia Avenue, NW, Washington, District of Columbia",Montage South Condominiums,Completed 2015 to Date,DHCD,2,38.94328472,-77.02618904,0,1,0,1,0,,252608,397729.58,141714.64,4308 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-76.9833677616232,38.8798451238321,595,Ward 6,"1500 Pennsylvania Avenue SE, Washington, District of Columbia",The One-Five,Completed 2015 to Date,DHCD,5,38.8798809,-76.9832818,0,3,0,2,0,,62567,401443.35,134667.22,1500 PENNSYLVANIA AVENUE SE,2020/08/31 04:00:41+00
-77.0022681761174,38.9189229347832,597,Ward 5,"2126 3rd St NE, Washington, District of Columbia 20002",Kensington Place,Completed 2015 to Date,DHCD,2,38.918937,-77.002231,0,1,0,1,0,,311056,399803.5,139005.04,2126 3RD STREET NE,2020/08/31 04:00:41+00
-77.0402760882764,38.9074450657558,598,Ward 2,"1745 N Street NW, Washington, District of Columbia",1745 N Street NW,Completed 2015 to Date,DHCD,3,38.90743761,-77.04027379,0,0,0,3,0,,218470,396506.86,137731.67,1745 N STREET NW,2020/08/31 04:00:41+00
-76.9264369884941,38.8981668171916,1267,Ward 7,"5119 Nannie Helen Burroughs Avenue Northeast, Washington, District of Columbia 20019","5127 Nannie Helen Burroughs Ave NE, Strand",Under Construction,DMPED DCHFA DHCD OP,86,38.89815936,-76.92643473,28,0,58,0,0,17-10,288510,406381.5,136703.51,5119 NANNIE HELEN BURROUGHS AVENUE NE,2020/08/31 04:00:41+00
-77.0015828343002,38.9119619353479,1268,Ward 5,"1501 Harry Thomas Way Northeast, Washington, District of Columbia 20002","1501 Harry Thomas Way, Eckington Park",Under Construction,OP,23,38.91195414,-77.00158055,0,0,23,0,0,17-09,315791,399862.92,138232.31,1501 HARRY THOMAS WAY NE,2020/08/31 04:00:41+00
-76.9290894559825,38.8966466738433,1269,Ward 7,"601 50th Street Northeast, Washington, District of Columbia 20019",Providence Place,Under Construction,DMPED DCHFA DHCD OP,93,38.89663922,-76.92908719,35,58,0,0,0,17-08,289784,406151.54,136534.58,601 50TH STREET NE,2020/08/31 04:00:41+00
-77.0014417713239,38.8696469882678,1271,Ward 8,"Howard Road Southeast, Washington, District of Columbia 20020",Howard Road / Poplar Point  Stage 1,Under Construction,DMPED OP,18,38.86217826,-76.99522859,0,3,0,3,12,16-29,312964,399875.08,133535.02,,2020/08/31 04:00:41+00
-77.0808749561159,38.9504925032461,1272,Ward 3,"4620 Wisconsin Avenue Northwest, Washington, District of Columbia 20016",4620 Wisconsin Avenue NW,Pipeline,DHCD OP,15,38.95048471,-77.08087264,0,0,15,0,0,16-26,264432,392989.76,142512.64,4620 WISCONSIN AVENUE NW,2020/08/31 04:00:41+00
-81.5291921332794,37.5772691877348,1274,Ward 5,,Brookland Manor,Pipeline,OP,331,,,265,0,0,66,0,14-18A,,0,0,,2020/08/31 04:00:41+00
-76.9557597076158,38.8959306808968,1275,Ward 7,"3445 Benning Road Northeast, Washington, District of Columbia 20019",3443 Benning Road / Eads Street NE,Pipeline,OP,70,38.89592323,-76.95575744,14,0,56,0,0,16-20,287910,403837.99,136453.64,3445 BENNING ROAD NE,2020/08/31 04:00:41+00
-76.9893829420168,38.9435803771283,1276,Ward 5,"1200 Varnum Street Northeast, Washington, District of Columbia 20017",1200 Varnum Street NE - Josephites / EYA rowhouse,Pipeline,DHCD OP,10,38.94357291,-76.98938066,0,6,0,4,0,16-17,289610,400920.6,141742.28,1200 VARNUM STREET NE,2020/08/31 04:00:41+00
-77.0035444188382,38.9089141895668,1277,Ward 5,"100 Florida Avenue Northeast, Washington, District of Columbia 20002",Wash Gateway - Mid Atlantic major modification,Under Construction,OP,30,38.9089064,-77.00354213,0,0,8,22,0,06-14D,306456,399692.78,137893.99,100 FLORIDA AVENUE NE,2020/08/31 04:00:41+00
-77.0087185272303,38.8698717015978,1278,Ward 6,"1620 South Capitol Street Southeast, Washington, District of Columbia 20593",Florida Rock PUD - stage 2 residential building,Under Construction,OP,24,38.86986425,-77.00871624,0,0,6,18,0,04-14D,277754,399243.6,133560,1620 SOUTH CAPITOL STREET SE,2020/08/31 04:00:41+00
-77.0025894780707,38.9041909567551,1281,Ward 6,"1109 Congress Street Northeast, Washington, District of Columbia 20002",1609 Congress Street NE,Pipeline,OP,8,38.90418317,-77.00258719,0,0,5,3,0,16-13,285844,399775.59,137369.67,1109 CONGRESS STREET NE,2020/08/31 04:00:41+00
-76.9996677023865,38.9071127536366,1282,Ward 5,"400 Florida Avenue Northeast, Washington, District of Columbia 20002",400 Florida Avenue NE,Under Construction,OP,14,38.90710496,-76.99966542,0,0,7,7,0,16-10,28323,400029.02,137694.01,400 FLORIDA AVENUE NE,2020/08/31 04:00:41+00
-77.0024759946914,38.9062871793388,1283,Ward 6,"1200 3rd Street Northeast, Washington, District of Columbia 20002","1200 3rd Street NE, Central Armature",Pipeline,DHCD OP,50,38.90627939,-77.00247371,0,0,25,25,0,16-09,,399785.439723243,137602.367408681,,2020/08/31 04:00:41+00
-76.9985344735393,38.9075230797349,1284,Ward 5,"500 Morse Street Northeast, Washington, District of Columbia 20002",500 and 530 Morse Street NE,Under Construction,OP,30,38.90751529,-76.99853219,0,0,15,15,0,16-05,,400127.310098198,137739.560502519,,2020/08/31 04:00:41+00
-77.0015649702474,38.9070621166742,1290,Ward 6,"301 N Street NE, Washington, District of Columbia 20002",301 - 331 N Street NE,Under Construction,DHCD OP,46,38.90705466,-77.00156269,0,12,15,19,0,15-28,287372,399864.46,137688.39,301 N STREET NE,2020/08/31 04:00:41+00
-77.0004460584913,38.90871083408,1291,Ward 5,"350 Morse Street Northeast, Washington, District of Columbia 20002","300 - 350 Morse Street NE, Florida Ave Market - stage 1",Under Construction,OP,62,38.90870338,-77.00044377,0,0,31,31,0,15-27,287962,399961.51,137871.41,350 MORSE STREET NE,2020/08/31 04:00:41+00
-76.9986326907444,38.9082811288357,1293,Ward 5,"1276 5th Street NE, Washington, District of Columbia 20002",6th Street and Florida Ave NE,Pipeline,OP,145,38.90827367,-76.99863041,0,0,45,100,0,15-24,286005,400118.79,137823.71,1276 5TH STREET NE,2020/08/31 04:00:41+00
-77.0026421038908,38.9118721931031,1295,Ward 5,"1500 Harry Thomas Way Northeast, Washington, District of Columbia 20002","1500 HARRY THOMAS WAY NE, Washington, DC 20002",Under Construction,OP,56,38.911975,-77.002361,0,0,28,28,0,15-15,301737,399771.05,138222.35,1500 HARRY THOMAS WAY NE,2020/08/31 04:00:41+00
-76.9849853005201,38.8797800321121,1298,Ward 6,"1401 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",1401 Pennsylvania Ave SE,Completed 2015 to Date,DHCD OP,17,38.87977225,-76.98498302,0,4,4,9,0,15-12,65127,401303,134659.97,1401 PENNSYLVANIA AVENUE SE,2020/08/31 04:00:41+00
-77.0016108243926,38.9058054292739,1300,Ward 6,"300 M Street Northeast, Washington, District of Columbia 20002",300 M Street NE,Pipeline,DHCD OP,35,38.90579764,-77.00160854,0,0,7,28,0,14-19,,399860.48036407,137548.887561012,,2020/08/31 04:00:41+00
-76.9976525505241,38.9087241437514,1302,Ward 5,"1309 5th Street NE, Washington, District of Columbia 20002",1309 5th St NE,Pipeline,OP,19,38.90871669,-76.99765027,0,0,5,14,0,14-12B,301991,400203.8,137872.89,1309 5TH STREET NE,2020/08/31 04:00:41+00
-77.0301742911479,38.9167862479333,1310,Ward 1,"1310 U Street Northwest, Washington, District of Columbia 20009",13th & U Street,Completed 2015 to Date,OP,12,38.916779,-77.030172,0,0,0,12,0,12-20,240430,397383.38,138768.28,1310 U STREET NW,2020/08/31 04:00:41+00
-77.0086212066297,38.8788810104295,1377,Ward 6,"950 South Capitol Street Southeast, Washington, District of Columbia 20003",950 South Cap Street SE,Completed 2015 to Date,OP,24,38.87887356,-77.00861892,0,0,0,24,0,17-25,82885,399252.14,134560.1,950 SOUTH CAPITOL STREET SE,2020/08/31 04:00:41+00
-77.012949313132,38.8641343918272,1379,Ward 6,"2100 2nd Street Southwest, Washington, District of Columbia 20593",2100 2nd Street SW,Under Construction,DHCD OP,7,38.86412695,-77.01294703,0,4,3,0,0,17-05,277778,398876.36,132923.16,2100 2ND STREET SW,2020/08/31 04:00:41+00
-77.0958501974938,38.9460309116543,1380,Ward 3,,Spring Valley Shopping Center,Pipeline,OP,30,,,0,0,30,0,0,19-10,294298,391691.15,142018.62,,2020/08/31 04:00:41+00
-77.0111144338722,38.9074470655705,1390,Ward 5,"57 N Street Northwest, Washington, District of Columbia 20001",Chapman Stables,Completed 2015 to Date,DHCD,11,38.90744,-77.011112,0,6,0,5,0,,237047,399036.19,137731.18,57 N STREET NW,2020/08/31 04:00:41+00
-77.0022939668807,38.8747241111762,1255,Ward 6,"227 Tingey Street Southeast, Washington, District of Columbia 20376",The Yards Parcel L2 - The Estate,Under Construction,DHCD OP,53,38.87471633,-77.00229168,0,53,0,0,0,16-16,313295,399801.14,134098.62,227 TINGEY STREET SE,2020/08/31 04:00:41+00
-77.0293030631537,38.9581526649967,1256,Ward 4,"1214 Madison Street Northwest, Washington, District of Columbia 20011",M2R_MA,Under Construction,DHCD,1,38.9581452,-77.02930077,0,0,0,1,0,,253105,397460.41,143360.29,1214 MADISON STREET NW,2020/08/31 04:00:41+00
-76.9739722739344,38.8982034736796,1257,Ward 7,"633 21st Street Northeast, Washington, District of Columbia 20002",The Jacob,Under Construction,DHCD,2,38.89819568,-76.97397,0,1,1,0,0,,317222,402258,136705.33,633 21ST STREET NE,2020/08/31 04:00:41+00
-77.0239111279615,38.9421310513665,1258,Ward 4,"811 Upshur Street Northwest, Washington, District of Columbia 20011",811 Upshur St NW,Completed 2015 to Date,DHCD,1,38.942124,-77.023909,0,0,0,1,0,,252473,397927.28,141581.61,811 UPSHUR STREET NW,2020/08/31 04:00:41+00
-77.0231110242189,38.9263663205265,1259,Ward 1,"2812 Georgia Avenue Northwest, Washington, District of Columbia 20001",2812 Georgia Ave NW,Completed 2015 to Date,DHCD,1,38.92633427,-77.02310884,0,1,0,0,0,,232548,397996.2,139831.57,2812 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-76.9851632223634,38.9004018495136,1260,Ward 6,"1402 H Street Northeast, Washington, District of Columbia 20002",Constellation on H,Completed 2015 to Date,DHCD,2,38.900439,-76.985176,0,1,0,1,0,,149983,401287.19,136949.15,1402 H STREET NE,2020/08/31 04:00:41+00
-76.9775217128248,38.929313154532,1261,Ward 5,"1904 Irving Street Northeast, Washington, District of Columbia 20018",Amida,Completed 2015 to Date,DHCD,2,38.92930536,-76.97751943,0,1,0,1,0,,54388,401949.25,140158.68,1904 IRVING STREET NE,2020/08/31 04:00:41+00
-77.0799958881297,38.9500840421264,1262,Ward 3,"4611 41st Street Northwest, Washington, District of Columbia 20016",4611 - 4615 41st Street NW,Pipeline,OP,3,38.95007658,-77.07999358,0,0,3,0,0,18-03,284944,393065.92,142467.23,4611 41ST STREET NW,2020/08/31 04:00:41+00
-77.0483633352644,38.9066904312142,1391,Ward 2,"1255 22nd Street Northwest, Washington, District of Columbia 20036",Legacy West End,Completed 2015 to Date,DHCD,15,38.906683,-77.048361,0,0,0,15,0,,242473,395805.37,137648.24,1255 22ND STREET NW,2020/08/31 04:00:41+00
-76.9867138642382,38.8782468327497,1392,Ward 6,"1345 K Street SE, Washington, District of Columbia 20003",Stone Hill Condominiums,Completed 2015 to Date,DHCD,2,38.878239,-76.986712,0,1,0,1,0,,66556,401153.04,134489.75,1345 K STREET SE,2020/08/31 04:00:41+00
-77.0325638536208,38.9599937213154,1393,Ward 4,"1350 Nicholson Street Northwest, Washington, District of Columbia 20011",1350 Nicholson Street NW,Completed 2015 to Date,DHCD,1,38.960021,-77.032558,0,0,0,1,0,,257785,397177.86,143564.76,1350 NICHOLSON STREET NW,2020/08/31 04:00:41+00
-77.0093578116013,38.9100595497896,1394,Ward 5,"1510 North Capitol Street Northwest, Washington, District of Columbia 20001",1510 North Capital Condos,Completed 2015 to Date,DHCD,2,38.910052,-77.009356,0,0,0,2,0,,236797,399188.58,138021.17,1510 NORTH CAPITOL STREET NW,2020/08/31 04:00:41+00
-77.0269297153762,38.9564501085351,1395,Ward 4,"929 Kennedy Street Northwest, Washington, District of Columbia 20011",929 Kennedy St. NW,Under Construction,DHCD,2,38.95644231,-77.02692742,0,1,1,0,0,,,397666.059718138,143171.22723658,,2020/08/31 04:00:41+00
-76.9876613700014,38.8825559205707,1396,Ward 6,"1309 E Street Southeast, Washington, District of Columbia 20003",Watkins Alley,Under Construction,DHCD OP,5,38.88254814,-76.98765909,0,4,0,1,0,15-13,317011,401070.76,134968.08,1309 E STREET SE,2020/08/31 04:00:41+00
-77.0103550621082,38.9563612525605,1397,Ward 4,"5422 1st Place Northwest, Washington, District of Columbia 20011",M2R_1K,Under Construction,DHCD,1,38.95635379,-77.01035277,0,0,1,0,0,,245902,399102.67,143161.07,5422 1ST PLACE NW,2020/08/31 04:00:41+00
-76.9801385684524,38.9279532831193,1398,Ward 5,"1715 Hamlin Street NE, Washington, District of Columbia 20018",Hamlin Street Apartments,Completed 2015 to Date,DHCD,2,38.927946,-76.980136,0,1,0,1,0,,57406,401722.38,140007.67,1715 HAMLIN STREET NE,2020/08/31 04:00:41+00
-77.0261534540331,38.9456871330004,1399,Ward 4,"4523 Georgia Avenue Northwest, Washington, District of Columbia 20011",4523 Georgia Ave NW,Completed 2015 to Date,DHCD,1,38.945679,-77.026151,0,0,1,0,0,,313235,397733,141976.42,4523 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0107478063225,38.9556901013186,1400,Ward 4,"37 Missouri Avenue NW, Washington, District of Columbia 20011",Missouri Flats,Completed 2015 to Date,DHCD,1,38.955682,-77.010746,0,1,0,0,0,,245900,399068.62,143086.57,37 MISSOURI AVENUE NW,2020/08/31 04:00:41+00
-77.0227851248752,38.9332479235778,1401,Ward 1,"625 Park Road Northwest, Washington, District of Columbia 20010",625 Park Rd NW,Completed 2015 to Date,DHCD,4,38.93324,-77.022783,0,2,0,2,0,,228789,398024.65,140595.48,625 PARK ROAD NW,2020/08/31 04:00:41+00
-76.9832066874339,38.9261829094879,1402,Ward 5,"1522 Rhode Island Avenue Northeast, Washington, District of Columbia 20018",1522 Rhode Island Ave NE,Under Construction,DHCD,3,38.92617545,-76.98320441,0,1,2,0,0,,286295,401456.38,139811.09,1522 RHODE ISLAND AVENUE NE,2020/08/31 04:00:41+00
-76.9906594309012,38.9303792746278,1403,Ward 5,"1201 Kearny Street Northeast, Washington, District of Columbia 20017",Mews at Kearny,Completed 2015 to Date,DHCD,1,38.93037148,-76.99065715,0,1,0,0,0,,72100,400810.09,140276.83,1201 KEARNY STREET NE,2020/08/31 04:00:41+00
-77.0275039051859,38.9504247873001,1404,Ward 4,"4910 Georgia Avenue Northwest, Washington, District of Columbia 20011",4910 Georgia Ave NW,Under Construction,DHCD,3,38.95041699,-77.02750161,0,0,3,0,0,,,397616.090167482,142502.376592992,,2020/08/31 04:00:41+00
-77.0268892959684,38.9663168005233,1405,Ward 4,"917 Sheridan Street Northwest, Washington, District of Columbia 20011",917 Sheridan,Under Construction,DHCD,2,38.966309,-77.026887,0,0,2,0,0,,,397669.885725387,144266.520507511,,2020/08/31 04:00:41+00
-77.0228488626942,38.9550667920218,1406,Ward 4,"710 Jefferson Street Northwest, Washington, District of Columbia 20011",710 Jefferson St NW,Completed 2015 to Date,DHCD,14,38.95505933,-77.02284657,5,7,0,2,0,,250236,398019.73,143017.57,710 JEFFERSON STREET NW,2020/08/31 04:00:41+00
-76.9321902615008,38.884980787656,1407,Ward 7,"4922 Call Place Southeast, Washington, District of Columbia 20019",Amber Overlook,Under Construction,DHCD,32,38.884973,-76.932188,0,6,0,26,0,,,405883.513542383,135239.371483422,,2020/08/31 04:00:41+00
-76.9894138539855,38.8822159357865,1408,Ward 6,"1220 Pennsylvania Avenue Southeast, Washington, District of Columbia 20003",Capitol Courts,Under Construction,DHCD,11,38.88220815,-76.98941157,0,6,0,5,0,,314729,400918.71,134930.32,1220 PENNSYLVANIA AVENUE SE,2020/08/31 04:00:41+00
-77.0226824496918,38.9172141267186,1409,Ward 1,"2009 8th Street Northwest, Washington, District of Columbia 20001",2009 8th St NW,Completed 2015 to Date,DHCD,10,38.91720634,-77.02268016,0,1,9,0,0,,242769,398033.11,138815.59,2009 8TH STREET NW,2020/08/31 04:00:41+00
-77.0207276377362,38.9133666694153,1410,Ward 6,"660 Glick Court NW, Washington, District of Columbia 20001",Glick Court,Completed 2015 to Date,DHCD,1,38.913398,-77.02074,0,0,1,0,0,,316497,398202.54,138388.45,660 GLICK COURT NW,2020/08/31 04:00:41+00
-76.9811182478515,38.9032057495131,1411,Ward 5,"1021 Bladensburg Road Northeast, Washington, District of Columbia 20002",Mercer Lofts,Under Construction,DHCD,3,38.90319796,-76.98111597,0,1,2,0,0,,,401638.000296519,137260.47019871,,2020/08/31 04:00:41+00
-77.0085506650969,38.875914190446,1412,Ward 6,"1211 Van Street Southeast, Washington, District of Columbia 20003",Avidian,Under Construction,DHCD,15,38.87590641,-77.00854838,0,0,0,15,0,,318704,399258.23,134230.76,1211 VAN STREET SE,2020/08/31 04:00:41+00
-77.0246562938297,38.9427647958635,1413,Ward 4,"836 Varnum Street Northwest, Washington, District of Columbia 20011",836 Varnum St NW,Under Construction,DHCD,2,38.942757,-77.024654,0,0,0,2,0,,,397862.698627398,141651.978442394,,2020/08/31 04:00:41+00
-77.0246562938297,38.9427647958635,1414,Ward 4,"838 Varnum Street Northwest, Washington, District of Columbia 20011",838 Varnum St NW,Under Construction,DHCD,1,38.942757,-77.024654,0,0,0,1,0,,,397862.698627398,141651.978442394,,2020/08/31 04:00:41+00
-76.9834770561041,38.8826673779092,1415,Ward 7,"1501 E Street Southeast, Washington, District of Columbia 20003",Cynthia Towns,Under Construction,DHCD,1,38.88266,-76.983475,0,0,0,1,0,,62597,401433.81,134980.51,1501 E STREET SE,2020/08/31 04:00:41+00
-77.0316668654478,38.9196728428591,1416,Ward 1,"2213 14th Street Northwest, Washington, District of Columbia 20009",2213 14th ST SW,Under Construction,DHCD,4,38.919665,-77.031665,0,1,3,0,0,,284282,397254.05,139088.76,2213 14TH STREET NW,2020/08/31 04:00:41+00
-77.0273572950349,38.9487057969594,1417,Ward 4,"4804 Georgia Avenue Northwest, Washington, District of Columbia 20012",4804 Georgia Ave NW,Under Construction,DHCD,3,38.948698,-77.027355,0,1,0,1,1,,,397628.74151547,142311.549348708,,2020/08/31 04:00:41+00
-76.9854944720279,38.9098307530891,1418,Ward 5,"1734 Montello Avenue Northeast, Washington, District of Columbia 20002",1734 Montello Ave NE,Under Construction,DHCD,1,38.909823,-76.985492,0,0,1,0,0,,56694,401258.29,137995.83,1734 MONTELLO AVENUE NE,2020/08/31 04:00:41+00
-77.0268122969566,38.9828168038476,1419,Ward 4,"7700 Georgia Avenue Northwest, Washington, District of Columbia 20012",7700 Georgia,Under Construction,DHCD,3,38.982809,-77.02681,0,1,0,2,0,,,397677.09672321,146098.176746705,,2020/08/31 04:00:41+00
-77.0719273095615,38.9592237974111,1420,Ward 3,"5301 Connecticut Avenue Northwest, Washington, District of Columbia 20015",5301-5303 Connecticut Ave NW,Under Construction,DHCD,2,38.959216,-77.071925,0,0,2,0,0,,,393766.127337909,143481.243977464,,2020/08/31 04:00:41+00
-76.981479796733,38.8658833461653,1422,Ward 8,"1605 Good Hope Road Southeast, Washington, District of Columbia 20020",Nerano 1,Pipeline,DHCD,3,38.865876,-76.981478,0,0,3,0,0,,314544,401607.48,133117.39,1605 GOOD HOPE ROAD SE,2020/08/31 04:00:41+00
