X,Y,OBJECTID,MAR_WARD,ADDRESS,PROJECT_NAME,STATUS_PUBLIC,AGENCY_CALCULATED,TOTAL_AFFORDABLE_UNITS,LATITUDE,LONGITUDE,AFFORDABLE_UNITS_AT_0_30_AMI,AFFORDABLE_UNITS_AT_31_50_AMI,AFFORDABLE_UNITS_AT_51_60_AMI,AFFORDABLE_UNITS_AT_61_80_AMI,AFFORDABLE_UNITS_AT_81_AMI,CASE_ID,ADDRESS_ID,XCOORD,YCOORD,FULLADDRESS,GIS_LAST_MOD_DTTM
-76.981245090949,38.8658403385728,1424,Ward 8,"1607 Good Hope Road Southeast, Washington, District of Columbia 20020",Nerano 2,Pipeline,DHCD,3,38.865833,-76.981243,0,0,3,0,0,,314545,401627.85,133112.62,1607 GOOD HOPE ROAD SE,2020/08/31 04:00:41+00
-77.0073565657485,38.8305700564161,1425,Ward 8,"4016 South Capitol Street Southeast, Washington, District of Columbia 20032",4016-4022 S Capitol Street SE,Pipeline,DHCD,3,38.830563,-77.007354,0,2,0,1,0,,27895,399361.44,129197.23,4016 SOUTH CAPITOL STREET SE,2020/08/31 04:00:41+00
-76.9545835317642,38.8840125065517,1426,Ward 7,"3600 Ely Place Southeast, Washington, District of Columbia 20019",Anacostia Gardens Apartments,Under Construction,DCHFA DHCD,99,38.884005,-76.954581,0,9,90,0,0,,33069,403940.68,135130.68,3600 ELY PLACE SE,2020/08/31 04:00:41+00
-77.040029671977,38.9238203226785,1029,Ward 1,"2525 Ontario Rd NW, Washington, District of Columbia 20009",Ontario Court,Completed 2015 to Date,DCHFA,27,38.92381287,-77.04002737,14,5,8,0,0,,235734,396529.03,139549.45,2525 ONTARIO ROAD NW,2020/08/31 04:00:41+00
-77.0221960453298,38.9130500268118,1030,Ward 6,"1710 Seventh St. NW, Washington, District of Columbia",Channing Phillips,Completed 2015 to Date,DCHFA,56,38.9128145,-77.02209118,0,0,56,0,0,,311198,398075.18,138353.33,1710 7TH STREET NW,2020/08/31 04:00:41+00
-77.0354395714425,38.9672102070539,1032,Ward 4,"6323 Luzon Avenue Northwest, Washington, District of Columbia 20011",Luzon Tenant Association,Completed 2015 to Date,DHCD,43,38.967203,-77.035437,0,11,30,2,0,,257970,396928.93,144365.95,6323 LUZON AVENUE NW,2020/08/31 04:00:41+00
-77.0247450479855,38.954914886975,1033,Ward 4,"812 Jefferson Street Northwest, Washington, District of Columbia 20011",The Homestead Apartments,Completed 2015 to Date,DCHFA DHCD,45,38.95492,-77.024717,0,0,45,0,0,,254711,397855.37,143000.75,812 JEFFERSON STREET NW,2020/08/31 04:00:41+00
-77.0263284794121,38.9576380100064,1034,Ward 4,"909 Longfellow Street Northwest, Washington, District of Columbia 20011",Barlee Tenant Association,Completed 2015 to Date,DHCD,62,38.957631,-77.026326,0,25,37,0,0,,254435,397718.21,143303.08,909 LONGFELLOW STREET NW,2020/08/31 04:00:41+00
-76.9899620443696,38.8810689459423,1035,Ward 6,"1209 G Street, SE, Washington, District of Columbia",Cambridge Row,Completed 2015 to Date,DHCD,1,38.88106149,-76.98995977,0,1,0,0,0,,311043,400871.16,134802.99,1209 G STREET SE,2020/08/31 04:00:41+00
-76.9757361880214,38.8693062110516,1036,Ward 8,"2109 R Street, SE, Washington, District of Columbia","2109 R Street, SE",Completed 2015 to Date,DHCD,2,38.86927055,-76.97564416,0,1,0,1,0,,51771,402105.84,133497.47,2109 R STREET SE,2020/08/31 04:00:41+00
-76.9991139211019,38.8999770529521,1037,Ward 6,"501 H Street, NE, Washington, District of Columbia","501 H Street, NE",Completed 2015 to Date,DHCD OP,3,38.89995663,-76.99914507,0,3,0,0,0,14-14,15247,400077.06,136901.89,501 H STREET NE,2020/08/31 04:00:41+00
-77.0399812275388,38.9213346724138,1038,Ward 1,"2341 Ontario Road, NW, Washington, District of Columbia","2341 Ontario Road, NW",Under Construction,DHCD,2,38.92132722,-77.03997893,0,1,0,1,0,,305796,396533.11,139273.52,2341 ONTARIO ROAD NW,2020/08/31 04:00:41+00
-77.0424774705015,38.9098923044577,1040,Ward 2,"15 Dupont Circle, NW, Washington, District of Columbia",Patterson House,Completed 2015 to Date,DHCD,7,38.90988485,-77.04247517,0,0,0,7,0,,225555,396316.05,138003.42,15 DUPONT CIRCLE NW,2020/08/31 04:00:41+00
-77.0399248451918,38.9184643679805,1041,Ward 1,"2101 Champlain Street, NW, Washington, District of Columbia",Reed Row,Completed 2015 to Date,DHCD,15,38.91836893,-77.04008451,0,0,0,15,0,,311956,396537.86,138954.89,2101 CHAMPLAIN STREET NW,2020/08/31 04:00:41+00
-77.0316112412999,38.9120322585047,1043,Ward 2,"1350 Corcoran Street, NW, Washington, District of Columbia",The Corcoran,Completed 2015 to Date,DHCD,3,38.91200461,-77.03143668,0,0,0,3,0,,312873,397258.58,138240.59,1350 CORCORAN STREET NW,2020/08/31 04:00:41+00
-77.0333780954871,38.9178924106287,1045,Ward 1,"1440 V St NW, Washington, District of Columbia 20009",Portner Flats,Completed 2015 to Date,DCHFA DHCD OP,48,38.917646,-77.03355,0,48,0,0,0,14-08,298461,397105.58,138891.17,1440 V STREET NW,2020/08/31 04:00:41+00
-76.9872016986326,38.8557835109344,1047,Ward 8,"2400 Pomeroy Rd SE, Washington, District of Columbia",Pomeroy Gardens,Completed 2015 to Date,DCHFA DHCD,60,38.855795,-76.987173,0,0,60,0,0,,287017,401111.06,131996.15,2400 POMEROY ROAD SE,2020/08/31 04:00:41+00
-77.0393898471316,38.9239804378117,1049,Ward 1,"2524 17th Street Northwest, Washington, District of Columbia 20009",Glenn Arms,Completed 2015 to Date,DHCD,57,38.923773,-77.039379,45,2,10,0,0,,235708,396584.52,139567.2,2524 17TH STREET NW,2020/08/31 04:00:41+00
-76.9710601069912,38.8569661351148,1050,Ward 8,"2412 Ainger Place Southeast, Washington, District of Columbia 20020",Ainger Place,Completed 2015 to Date,DCHA DCHFA DHCD,72,38.85695835,-76.97105784,18,54,0,0,0,,287032,402512.07,132127.75,2412 AINGER PLACE SE,2020/08/31 04:00:41+00
-76.9669367933128,38.8688520092908,1052,Ward 7,"1715 28th Place Southeast, Washington, District of Columbia 20020","28th Place, SE",Completed 2015 to Date,DHCD,14,38.86884466,-76.96698004,0,5,0,9,0,,150119,402869.48,133447.29,1715 28TH PLACE SE,2020/08/31 04:00:41+00
-76.9545232687747,38.8901927878776,1053,Ward 7,"3534 East Capitol Street Southeast, Washington, District of Columbia 20003",The Solstice,Completed 2015 to Date,DCHA DCHFA DHCD,137,38.890185,-76.954521,15,122,0,0,0,,,403945.566859508,135816.741579339,,2020/08/31 04:00:41+00
-77.0343968382673,38.9376749154169,1054,Ward 1,"1435 Spring Road Northwest, Washington, District of Columbia 20010",SOME- Spring Road,Completed 2015 to Date,DCHA DCHFA DHCD,37,38.937241,-77.035724,36,0,1,0,0,,259014,397018.06,141087.23,1435 SPRING ROAD NW,2020/08/31 04:00:41+00
-76.9842603989911,38.8959043059546,1056,Ward 6,"1431 E Street Northeast, Washington, District of Columbia 20002",1431 E Street NE Renovation,Completed 2015 to Date,DCHA DHCD,10,38.895911,-76.984253,1,0,3,6,0,,63551,401365.59,136449.9,1431 E STREET NE,2020/08/31 04:00:41+00
-76.9543165177809,38.8886391981312,1057,Ward 7,"3539 A Street Southeast, Washington, District of Columbia 20019",Meadow Green Court,Completed 2015 to Date,DCHA DHCD,60,38.888632,-76.954314,15,45,0,0,0,,33307,403963.59,135644.29,3539 A STREET SE,2020/08/31 04:00:41+00
-76.9663744976878,38.9343254043228,1058,Ward 5,"2900 Newton Street Northeast, Washington, District of Columbia 20018",Hedin House,Completed 2015 to Date,DHCD,48,38.93431761,-76.96637222,0,0,48,0,0,,287312,402915.6,140715.38,2900 NEWTON STREET NE,2020/08/31 04:00:41+00
-77.0387219550903,38.9244891807648,1059,Ward 1,"2551 17th Street Northwest, Washington, District of Columbia 20009",Sarahs Circle,Completed 2015 to Date,DCHA DHCD,49,38.924482,-77.03872,49,0,0,0,0,,235865,396642.46,139623.65,2551 17TH STREET NW,2020/08/31 04:00:41+00
-76.9916876869519,38.9346443349396,1061,Ward 5,"1032 Otis Street Northeast, Washington, District of Columbia 20017",Otis Place Apartments,Completed 2015 to Date,DHCD,1,38.934667,-76.991756,0,1,0,0,0,,75190,400720.89,140750.28,1032 OTIS STREET NE,2020/08/31 04:00:41+00
-77.0322801840462,38.9374266198865,1062,Ward 4,"1380 Quincy Street Northwest, Washington, District of Columbia 20011",Quincy at Fourteenth,Completed 2015 to Date,DHCD,2,38.9375,-77.032316,0,1,0,1,0,,312329,397201.56,141059.6,1380 QUINCY STREET NW,2020/08/31 04:00:41+00
-77.0206012664412,38.8758524199941,1063,Ward 6,"525 Water St SW, Washington, District of Columbia 20024",525 Water,Completed 2015 to Date,DHCD,11,38.876136,-77.020595,0,5,0,6,0,,312716,398212.56,134224.07,525 WATER STREET SW,2020/08/31 04:00:41+00
-76.9413272726689,38.8909708899659,1069,Ward 7,"4212 East Capitol Street Northeast, Washington, District of Columbia 20019",Fort Chaplin Park Apartments,Completed 2015 to Date,DCHFA DHCD,549,38.890963,-76.941325,0,0,549,0,0,,305753,405090.34,135903.77,4212 EAST CAPITOL STREET NE,2020/08/31 04:00:41+00
-76.9937295581974,38.9000430094916,1075,Ward 6,"901 H Street Northeast, Washington, District of Columbia 20002",Avec,Completed 2015 to Date,DHCD OP,32,38.90003522,-76.99372728,0,0,0,32,0,10-03,289048,400544.12,136909.23,901 H STREET NE,2020/08/31 04:00:41+00
-76.9661872742719,38.9207667936104,1076,Ward 5,"30th Pl NE, Washington, District of Columbia 20018",30th Place Crescent Townhomes Phase I,Completed 2015 to Date,DHCD,5,38.920759,-76.966185,0,0,0,5,0,,,402932.390117516,139210.264326982,,2020/08/31 04:00:41+00
-77.024780958286,38.9311100262694,1077,Ward 1,"713 Lamont Street Northwest, Washington, District of Columbia 20010",713 Lamont St NW,Completed 2015 to Date,DHCD,15,38.931177,-77.024543,0,8,0,7,0,,243179,397851.54,140358.2,713 LAMONT STREET NW,2020/08/31 04:00:41+00
-77.0369662139216,38.9040806397301,1078,Ward 2,"1108 16th Street Northwest, Washington, District of Columbia 20036",The Adele,Completed 2015 to Date,DHCD,1,38.904073,-77.036964,0,0,0,1,0,,276209,396793.79,137358.07,1108 16TH STREET NW,2020/08/31 04:00:41+00
-76.989561785195,38.902284441525,1079,Ward 6,"1219 K Street Northeast, Washington, District of Columbia 20002",The Havana,Completed 2015 to Date,DHCD,4,38.902264,-76.989434,0,2,0,2,0,,312998,400905.62,137158.08,1219 K STREET NE,2020/08/31 04:00:41+00
-76.9838713172921,38.8598198642207,1080,Ward 8,"2200 Hunter Place Southeast, Washington, District of Columbia 20020","2200-2210 Hunter Place, SE",Under Construction,DHCD,10,38.859494,-76.984173,0,2,0,8,0,,286706,401400.05,132444.26,2200 HUNTER PLACE SE,2020/08/31 04:00:41+00
-76.9783361470084,38.8652259117118,1081,Ward 8,"1847 Good Hope Road Southeast, Washington, District of Columbia 20020",1847-9 Good Hope Rd SE Renovation TOPA,Completed 2015 to Date,DHCD,18,38.865218,-76.978334,11,4,2,1,0,,150176,401880.32,133044.47,1847 GOOD HOPE ROAD SE,2020/08/31 04:00:41+00
-76.994620633537,38.8273608077158,1082,Ward 8,"800 Southern Avenue Southeast, Washington, District of Columbia 20032",Park Southern Apartments,Completed 2015 to Date,DHCD,361,38.827353,-76.994618,0,0,292,69,0,,79579,400467.3,128840.97,800 SOUTHERN AVENUE SE,2020/08/31 04:00:41+00
-76.9880745959953,38.8836885880109,1085,Ward 6,"404 13th Street Southeast, Washington, District of Columbia 20003",Buchanan Park Townhomes,Completed 2015 to Date,DHCD,3,38.883744,-76.98807,0,2,0,1,0,,314042,401034.89,135093.81,404 13TH STREET SE,2020/08/31 04:00:41+00
-77.0235102933411,38.9406137954729,1086,Ward 4,"4040 8th Street Northwest, Washington, District of Columbia 20011",4040 8th St NW TOPA,Completed 2015 to Date,DHCD,26,38.940606,-77.023508,4,6,7,9,0,,,397961.986019577,141413.172154976,,2020/08/31 04:00:41+00
-77.027364793536,38.9720987161368,1087,Ward 4,"6676 Georgia Ave NW, Washington, District of Columbia 20012",Takoma Place TOPA,Completed 2015 to Date,DHCD,105,38.972091,-77.027362,0,0,105,0,0,,253375,397628.87,144908.38,6676 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0356319314203,38.937678148731,1089,Ward 4,"1445 Spring Road Northwest, Washington, District of Columbia 20010",HOPE Cooperative,Completed 2015 to Date,DHCD,19,38.937671,-77.03563,6,9,0,4,0,,259017,396910.98,141087.63,1445 SPRING ROAD NW,2020/08/31 04:00:41+00
-76.9559238797028,38.8854495872901,1090,Ward 7,"3501 Minnesota Ave SE, Washington, District of Columbia 20019","Residence at Minnesota Gardens Cooperative, Inc",Completed 2015 to Date,DHCD,48,38.885442,-76.955922,0,36,0,12,0,,150719,403824.31,135290.15,3501 MINNESOTA AVENUE SE,2020/08/31 04:00:41+00
-77.0113798303345,38.9557907539145,1091,Ward 4,"53 Missouri Avenue Northwest, Washington, District of Columbia 20011",49-53 Missouri Ave NW,Completed 2015 to Date,DHCD,10,38.955783,-77.011378,4,4,0,2,0,,259338,399013.84,143097.75,53 MISSOURI AVENUE NW,2020/08/31 04:00:41+00
-77.0269448807614,38.981008762985,1092,Ward 4,"7440 Georgia Avenue Northwest, Washington, District of Columbia 20012",7440 Georgia Ave NW TOPA,Completed 2015 to Date,DHCD,21,38.98100129,-77.02694258,0,10,8,3,0,,253506,397665.55,145897.47,7440 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0216826763931,38.9572893532521,1093,Ward 4,"614 Longfellow Street Northwest, Washington, District of Columbia 20011",The Kingston,Completed 2015 to Date,DHCD,23,38.957282,-77.02168,0,15,0,8,0,,246730,398120.87,143264.27,614 LONGFELLOW STREET NW,2020/08/31 04:00:41+00
-76.971327448289,38.854264122599,1094,Ward 8,"2412 Hartford Street Southeast, Washington, District of Columbia 20020",Hanover Court TOPA,Completed 2015 to Date,DHCD,82,38.854257,-76.971325,9,41,32,0,0,,148200,402488.96,131827.8,2412 HARTFORD STREET SE,2020/08/31 04:00:41+00
-77.0232531017182,38.9153913603996,1095,Ward 1,"812 T Street Northwest, Washington, District of Columbia 20001","8th and T Street, NW",Completed 2015 to Date,DHCD,4,38.91538357,-77.02325081,0,0,4,0,0,,,397983.569849246,138613.260228259,,2020/08/31 04:00:41+00
-77.034757130426,38.934282733044,1108,Ward 1,"1456 Oak Street Northwest, Washington, District of Columbia 20010",Oak Street Apartments,Completed 2015 to Date,DCHA,51,38.934266,-77.034725,51,0,0,0,0,,234605,396986.68,140710.68,1456 OAK STREET NW,2020/08/31 04:00:41+00
-76.9906887145658,38.9251588686426,1166,Ward 5,"2724 12th Street Northeast, Washington, District of Columbia 20018",Brooks Row,Completed 2015 to Date,DHCD,2,38.925151,-76.990686,0,1,0,1,0,,45068,400807.61,139697.32,2724 12TH STREET NE,2020/08/31 04:00:41+00
-77.015615940076,38.8767597982739,1167,Ward 6,"301 M Street Southwest, Washington, District of Columbia 20024",301 M,Completed 2015 to Date,DHCD OP,15,38.876752,-77.015614,0,0,0,15,0,12-14/12-14A,312585,398645.17,134324.71,301 M STREET SW,2020/08/31 04:00:41+00
-76.9996362183019,38.9088822632038,1168,Ward 5,"1270 4th Street Northeast, Washington, District of Columbia 20002",Union Market Apartments,Completed 2015 to Date,DHCD OP,38,38.90887447,-76.99963393,0,11,0,27,0,14-07,286000,400031.75,137890.44,1270 4TH STREET NE,2020/08/31 04:00:41+00
-77.0348975507178,38.9221414653215,1169,Ward 6,"1277 First Street Southeast, Washington, District of Columbia 20003",F1rst (Ballpark Square),Completed 2015 to Date,DHCD,50,38.875153,-77.006155,0,0,0,50,0,,234198,396973.99,139362.9,2407 15TH STREET NW,2020/08/31 04:00:41+00
-77.0030991787747,38.9017520221714,1170,Ward 6,"911 2nd Street Northeast, Washington, District of Columbia 20002",Pullman Place,Completed 2015 to Date,DHCD,3,38.901772,-77.003305,0,2,0,1,0,,289062,399731.37,137098.93,911 2ND STREET NE,2020/08/31 04:00:41+00
-76.9769738439916,38.8987648744141,1172,Ward 6,"1827 Benning Road Northeast, Washington, District of Columbia 20002",Tourus,Completed 2015 to Date,DHCD,2,38.898793,-76.976913,0,1,0,1,0,,311591,401997.61,136767.58,1827 BENNING ROAD NE,2020/08/31 04:00:41+00
-77.0793794175557,38.9494887447896,1173,Ward 3,"4000 Brandywine Street Northwest, Washington, District of Columbia 20016",The Frequency,Completed 2015 to Date,DHCD,2,38.949481,-77.079377,0,1,0,1,0,,265176,393119.3,142401.1,4000 BRANDYWINE STREET NW,2020/08/31 04:00:41+00
-77.0207863591533,38.9561990656307,1174,Ward 4,"528 Kennedy Street Northwest, Washington, District of Columbia 20011",528 Kennedy St NW,Completed 2015 to Date,DHCD,1,38.956192,-77.020784,0,1,0,0,0,,246774,398198.53,143143.22,528 KENNEDY STREET NW,2020/08/31 04:00:41+00
-76.9987902861012,38.9481367979112,1175,Ward 5,"4815 6th St NE, Washington, District of Columbia 20017",Totten Mews,Completed 2015 to Date,DHCD OP,5,38.948129,-76.998788,0,2,0,3,0,15-04,,400105.062630824,142248.030635808,,2020/08/31 04:00:41+00
-76.9965941845963,38.9003898598505,1176,Ward 6,"646 H Street Northeast, Washington, District of Columbia 20002",646 H St NE,Completed 2015 to Date,DHCD,2,38.90038241,-76.9965919,0,0,0,2,0,,1685,400295.63,136947.72,646 H STREET NE,2020/08/31 04:00:41+00
-77.0420739571938,38.9234281028351,1177,Ward 1,"1777 Columbia Road Northwest, Washington, District of Columbia 20009",1777 Columbia Rd NW,Completed 2015 to Date,DHCD,6,38.923456,-77.042197,0,0,0,6,0,,242839,396351.74,139505.99,1777 COLUMBIA ROAD NW,2020/08/31 04:00:41+00
-77.0012645055548,38.8999959669875,1178,Ward 6,"315 H Street Northeast, Washington, District of Columbia 20002",315 H St NE,Completed 2015 to Date,DHCD OP,9,38.899953,-77.001409,0,1,1,7,0,15-07,39407,399890.51,136903.99,315 H STREET NE,2020/08/31 04:00:41+00
-77.0219212890736,38.8788707830841,1179,Ward 6,"680 I Street Southwest, Washington, District of Columbia 20024",Riverside Baptist Church Development (The Banks),Completed 2015 to Date,DHCD OP,21,38.878863,-77.021919,0,9,0,12,0,15-05,,398098.097867312,134559.157767795,,2020/08/31 04:00:41+00
-77.0003785421228,38.8743256014887,1180,Ward 6,"1346 4th Street Southeast, Washington, District of Columbia 20003",The Yards Parcel O-2,Completed 2015 to Date,DCHFA,39,38.874318,-77.000376,0,39,0,0,0,,313293,399967.35,134054.38,1346 4TH STREET SE,2020/08/31 04:00:41+00
-77.0193275537986,38.8782292330073,1182,Ward 6,"480 K Street Southwest, Washington, District of Columbia 20024",The View at the Waterfront North,Completed 2015 to Date,DHCD,5,38.878222,-77.019325,0,0,0,5,0,,306773,398323.14,134487.89,480 K STREET SW,2020/08/31 04:00:41+00
-77.0193734786452,38.8767400474336,1183,Ward 6,"465 M Street Southwest, Washington, District of Columbia 20024",The View at the Waterfront South,Completed 2015 to Date,DHCD OP,4,38.876698,-77.019234,0,0,0,4,0,02-38D,306776,398319.12,134322.58,465 M STREET SW,2020/08/31 04:00:41+00
-76.9916743311901,38.8405846949695,1184,Ward 8,"3400-3429 10 PL SE, Washington, District of Columbia 20032",Archer Park (Brownstein Commons) (IZ),Completed 2015 to Date,DHCD,8,38.839667,-76.992082,0,4,0,4,0,,312793,400723,130308.93,3400 10TH PLACE SE,2020/08/31 04:00:41+00
-77.0553517986931,38.9002910359341,1185,Ward 2,"2601 Virginia Avenue Northwest, Washington, District of Columbia 20037",Boathouse,Completed 2015 to Date,DHCD,22,38.90028358,-77.0553495,0,0,0,22,0,16-25,273875,395198.79,136938.2,2601 VIRGINIA AVENUE NW,2020/08/31 04:00:41+00
-76.990647351889,38.930144787346,1186,Ward 5,"3221 12th Street Northeast, Washington, District of Columbia 20017",Jackson Place Flats,Completed 2015 to Date,DHCD,3,38.930137,-76.990645,0,2,0,1,0,,38175,400811.14,140250.8,3221 12TH STREET NE,2020/08/31 04:00:41+00
-77.0323880819947,38.96470887093,1187,Ward 4,"1339 Fort Stevens Drive Northwest, Washington, District of Columbia 20011",Fort Stevens Place Apartments,Completed 2015 to Date,DHCD,59,38.964762,-77.032404,7,0,52,0,0,,259562,397193.28,144088.18,1339 FORT STEVENS DRIVE NW,2020/08/31 04:00:41+00
-76.92157037173,38.9020440039173,1188,Ward 7,"908-914 Eastern Avenue Northeast, Washington, District of Columbia 20019",Hilltop Apartments (Acquisition),Completed 2015 to Date,DHCD,96,38.901492,-76.922282,0,0,72,24,0,,151205,406803.29,137134.26,908 EASTERN AVENUE NE,2020/08/31 04:00:41+00
-77.0276055132186,38.9044770719291,1189,Ward 2,"1111 Massachusetts Avenue Northwest, Washington, District of Columbia 20005",Mass Place,Completed 2015 to Date,DCHFA DHCD,160,38.90447,-77.027603,0,0,160,0,0,,239117,397605.74,137401.79,1111 MASSACHUSETTS AVENUE NW,2020/08/31 04:00:41+00
-76.9533389939833,38.8854256119072,1190,Ward 7,"305 37th Street Southeast, Washington, District of Columbia 20019",WDC1 - TOPA,Completed 2015 to Date,DHCD,202,38.885418,-76.953337,0,101,101,0,0,,41307,404048.58,135287.6,305 37TH STREET SE,2020/08/31 04:00:41+00
-77.0238936473489,38.93506098369,1192,Ward 1,"3619 Georgia Avenue Northwest, Washington, District of Columbia 20010",3619 Georgia Ave NW,Under Construction,DHCD,2,38.93505319,-77.02389135,0,0,0,2,0,,228589,397928.59,140796.77,3619 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0074488560464,38.91041308444,1193,Ward 5,"50 Florida Avenue Northeast, Washington, District of Columbia 20002",The Lexicon,Completed 2015 to Date,DHCD OP,16,38.91040529,-77.00744657,0,0,0,16,0,12-02,302309,399354.15,138060.4,50 FLORIDA AVENUE NE,2020/08/31 04:00:41+00
-77.008690330445,38.8748924474981,1194,Ward 6,"1244 South Capitol Street Southeast, Washington, District of Columbia 20003",1244 South Capitol St SE,Completed 2015 to Date,DHCD,23,38.874885,-77.008688,0,0,0,23,0,14-15,277927,399246.1,134117.34,1244 SOUTH CAPITOL STREET SE,2020/08/31 04:00:41+00
-77.0262426634603,38.9774413055457,1195,Ward 4,"7201 Georgia Avenue Northwest, Washington, District of Columbia 20012",Georgia Row at Walter Reed,Completed 2015 to Date,DHCD,6,38.977417,-77.026237,0,3,0,3,0,,308916,397726.28,145501.43,7201 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0273547836457,38.9120558534575,1196,Ward 2,"1628 11th Street Northwest, Washington, District of Columbia 20001",1628 11th St NW,Completed 2015 to Date,DHCD,2,38.912048,-77.027352,0,1,0,1,0,,218383,397627.74,138243.09,1628 11TH STREET NW,2020/08/31 04:00:41+00
-76.9887328282288,38.8544406018795,1197,Ward 8,"2461 Elvans Road Southeast, Washington, District of Columbia 20020",Elvans Rd Townhomes,Completed 2015 to Date,DCHFA,5,38.85443282,-76.98873055,0,0,0,0,5,,313735,400978.18,131847.06,2461 ELVANS ROAD SE,2020/08/31 04:00:41+00
-76.9920838500875,38.8569163033722,1198,Ward 8,"2850 Douglass Place, Washington, District of Columbia 20020",City View,Completed 2015 to Date,DHCD,52,38.85690852,-76.99208157,6,32,14,0,0,,313881,400687.29,132121.85,2850 DOUGLAS PLACE SE,2020/08/31 04:00:41+00
-76.9803796390891,38.9051835001689,1199,Ward 5,"1164 Bladensburg Road Northeast, Washington, District of Columbia 20002",1164 Bladensburg Road NE,Completed 2015 to Date,DCHA DHCD,65,38.905274,-76.980422,14,51,0,0,0,,155908,401702.02,137480.03,1164 BLADENSBURG ROAD NE,2020/08/31 04:00:41+00
-77.0288522533334,38.9765894132485,1200,Ward 4,"6900 Georgia Avenue Northwest, Washington, District of Columbia 20012",Abrams Hall,Completed 2015 to Date,DMPED DHCD,80,38.97658194,-77.02884996,16,64,0,0,0,,292768,397500.13,145406.93,6900 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0267271828626,38.945243165048,1201,Ward 4,"4506 Georgia Avenue Northwest, Washington, District of Columbia 20011",Partner Arms 2,Completed 2015 to Date,DCHFA DHCD,12,38.94525,-77.026753,12,0,0,0,0,,252736,397683.25,141927.15,4506 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-76.9658794401335,38.9242631559985,1202,Ward 5,"2619 Bladensburg Road Northeast, Washington, District of Columbia 20018",Dianes House,Completed 2015 to Date,DHCD,42,38.92425536,-76.96587717,39,3,0,0,0,,45760,402958.94,139598.4,2619 BLADENSBURG ROAD NE,2020/08/31 04:00:41+00
-77.0014656039133,38.9078662932063,1203,Ward 5,"320 Florida Avenue Northeast, Washington, District of Columbia 20002",The Highline at Union Market,Completed 2015 to Date,DHCD OP,27,38.907859,-77.001463,0,7,0,20,0,15-01,287746,399873.08,137777.66,320 FLORIDA AVENUE NE,2020/08/31 04:00:41+00
-77.0249353417283,38.9210841863842,1204,Ward 1,"2323 Sherman Avenue Northwest, Washington, District of Columbia 20001",Sherman Avenue Apartments,Completed 2015 to Date,DHCD OP,27,38.921219,-77.024991,0,0,4,23,0,14-21,232313,397837.85,139245.25,2323 SHERMAN AVENUE NW,2020/08/31 04:00:41+00
-76.9990890928755,38.8942734065147,1205,Ward 6,"504 C St NE, Washington, District of Columbia 20002",504 C St NE,Completed 2015 to Date,DHCD,1,38.894266,-76.999087,0,0,0,1,0,,14477,400079.22,136268.74,504 C STREET NE,2020/08/31 04:00:41+00
-77.0017957945468,38.9073881895862,1206,Ward 6,"301 Florida Ave NE, Washington, District of Columbia 20002",301 Florida Ave NE,Under Construction,DHCD OP,4,38.9073804,-77.00179351,0,2,0,2,0,15-22,,399844.440107353,137724.587115765,,2020/08/31 04:00:41+00
-77.0235307864992,38.9294532059655,1208,Ward 1,"3110 Georgia Ave NW, Washington, District of Columbia 20010",3110 & 3112 Georgia Ave. NW,Completed 2015 to Date,DHCD,1,38.92944575,-77.02352849,0,1,0,0,0,,232888,397959.89,140174.25,3110 GEORGIA AVENUE NW,2020/08/31 04:00:41+00
-77.0412081343989,38.9102551647663,1209,Ward 2,"1772 Church St NW, Washington, District of Columbia 20036",St. Thomas,Completed 2015 to Date,DHCD,7,38.910213,-77.041041,0,2,3,2,0,,225918,396426.16,138043.65,1772 CHURCH STREET NW,2020/08/31 04:00:41+00
-77.023571929533,38.9084331616503,1210,Ward 6,"810 O St NW, Washington, District of Columbia 20001",The Perla,Completed 2015 to Date,DHCD OP,6,38.90842537,-77.02356964,0,4,0,2,0,16-07,279953,397955.72,137840.85,810 O STREET NW,2020/08/31 04:00:41+00
-77.011841635136,38.870900186676,1212,Ward 6,"1550 1st St SW, Washington, District of Columbia 20024",1550 1st St SW,Under Construction,DCHA DCHFA DHCD OP,76,38.870893,-77.011839,16,60,0,0,0,17-13,60745,398972.59,133674.2,1550 1ST STREET SW,2020/08/31 04:00:41+00
-77.0078140035225,38.9493076133328,1213,Ward 5,"4819 N Capitol St NE, Washington, District of Columbia 20011",Tivoli Gardens TOPA,Completed 2015 to Date,DHCD,49,38.9493,-77.007812,4,8,37,0,0,,299734,399322.85,142378.03,4819 NORTH CAPITOL STREET NE,2020/08/31 04:00:41+00
-77.0201916787645,38.9002361931034,1214,Ward 2,"800 6th St NW, Washington, District of Columbia 20001",Wah Luck House,Completed 2015 to Date,DHCD,152,38.90022874,-77.02018939,0,0,152,0,0,,279939,398248.7,136930.85,800 6TH STREET NW,2020/08/31 04:00:41+00
